hiy,diy,hid,L06,L01,L02,L03,L05,L04,,"﻿'L01': ['DK1', 'DK2'],"
7039,294,7,1218,590,320,530,585,1287,,
7040,294,8,1335,590,320,581,585,1287,,
7041,294,9,1412,590,320,615,585,1287,,
7042,294,10,1380,590,320,601,585,1287,,
7043,294,11,1477,590,320,643,585,1287,,
7044,294,12,1508,590,320,656,585,1287,,
7045,294,13,1495,590,320,651,585,1287,,
7046,294,14,1515,590,320,660,585,1287,,
7047,294,15,1566,590,320,682,585,1287,,
7048,294,16,1467,590,320,638,585,1287,,
7049,294,17,1580,590,320,688,585,1287,,
7050,294,18,1624,590,320,707,585,1287,,
7051,294,19,1485,590,320,647,585,1287,,
7052,294,20,1358,590,320,591,585,1287,,
7053,294,21,1187,590,320,517,585,1287,,
7054,294,22,1094,590,320,476,585,1287,,
7055,294,23,878,590,320,382,585,1287,,
7056,295,0,864,590,320,376,585,1287,,
7057,295,1,981,590,320,427,585,1287,,
7058,295,2,887,590,320,386,585,1287,,
7059,295,3,881,590,320,383,585,1287,,
7060,295,4,833,590,320,363,585,1287,,
7061,295,5,807,590,320,351,585,1287,,
7062,295,6,903,590,320,393,585,1287,,
7063,295,7,800,590,320,350,585,1287,,
7064,295,8,800,590,320,350,585,1287,,
7065,295,9,800,590,320,350,585,1287,,
7066,295,10,800,590,320,350,585,1287,,
7067,295,11,800,590,320,350,585,1287,,
7068,295,12,800,590,320,350,585,1287,,
7069,295,13,1400,590,320,740,585,1287,,
7070,295,14,1700,590,320,740,585,1287,,
7071,295,15,1700,590,320,740,585,1287,,
7072,295,16,1700,590,320,740,585,1287,,
7073,295,17,1700,590,320,740,585,1287,,
7074,295,18,1700,590,320,740,585,1287,,
7075,295,19,1700,590,320,740,585,1287,,
7076,295,20,1700,590,320,740,585,1287,,
7077,295,21,1620,590,320,705,585,1287,,
7078,295,22,1486,590,320,647,585,1287,,
7079,295,23,1339,590,320,583,585,1287,,
7080,296,0,1306,590,320,568,585,1287,,
7081,296,1,1279,590,320,557,585,1287,,
7082,296,2,1283,590,320,558,585,1287,,
7083,296,3,1331,590,320,579,585,1287,,
7084,296,4,1377,590,320,599,585,1287,,
7085,296,5,1577,590,320,687,585,1287,,
7086,296,6,1700,590,320,740,585,1060,,
7087,296,7,1700,590,320,740,585,1060,,
7088,296,8,1700,590,320,740,585,1060,,
7089,296,9,1700,590,320,740,585,1060,,
7090,296,10,1700,590,320,740,585,1060,,
7091,296,11,1700,590,320,740,585,1060,,
7092,296,12,1700,590,320,740,585,1060,,
7093,296,13,1700,590,320,740,585,1060,,
7094,296,14,1700,590,320,740,585,1060,,
7095,296,15,1700,590,320,740,585,1060,,
7096,296,16,1700,590,320,740,585,1060,,
7097,296,17,1700,590,320,740,585,1060,,
7098,296,18,1700,590,330,740,585,1060,,
7099,296,19,1655,590,320,720,585,1060,,
7100,296,20,1581,590,320,688,585,1060,,
7101,296,21,1474,590,470,642,585,1060,,
7102,296,22,1213,590,550,528,585,1060,,
7103,296,23,416,590,610,181,585,1060,,
7104,297,0,1203,590,960,524,585,1060,,
7105,297,1,1150,590,850,501,585,1060,,
7106,297,2,1160,590,610,505,585,1060,,
7107,297,3,1175,590,450,511,585,1060,,
7108,297,4,1261,590,320,549,585,1060,,
7109,297,5,1480,590,320,644,585,1060,,
7110,297,6,1700,590,320,740,585,1060,,
7111,297,7,1700,590,320,740,585,1060,,
7112,297,8,1700,590,320,740,585,1060,,
7113,297,9,1700,590,320,740,585,1060,,
7114,297,10,1700,590,320,740,585,1060,,
7115,297,11,1700,590,320,740,585,1060,,
7116,297,12,1700,590,320,740,585,1060,,
7117,297,13,1700,590,320,740,585,1060,,
7118,297,14,1700,590,320,740,585,1060,,
7119,297,15,1700,590,320,740,585,1060,,
7120,297,16,1700,590,320,740,585,1060,,
7121,297,17,1700,590,320,740,585,1060,,
7122,297,18,1700,590,320,740,585,1060,,
7123,297,19,1700,590,320,740,585,1060,,
7124,297,20,1700,590,320,740,585,1060,,
7125,297,21,1700,590,320,740,585,1060,,
7126,297,22,1625,590,320,707,585,1060,,
7127,297,23,1531,590,320,666,585,1060,,
7128,298,0,596,590,320,260,585,1060,,
7129,298,1,637,590,320,277,585,1060,,
7130,298,2,606,590,320,264,585,1060,,
7131,298,3,676,590,320,294,585,1060,,
7132,298,4,678,590,320,295,585,1060,,
7133,298,5,899,590,320,391,585,1060,,
7134,298,6,1246,590,320,542,585,1060,,
7135,298,7,1700,590,320,740,585,1060,,
7136,298,8,1700,590,320,740,585,1060,,
7137,298,9,1700,590,320,740,585,1060,,
7138,298,10,1700,590,320,740,585,1060,,
7139,298,11,1700,590,320,740,585,1060,,
7140,298,12,1700,590,320,740,585,1060,,
7141,298,13,1700,590,320,740,585,1060,,
7142,298,14,1700,590,320,740,585,1060,,
7143,298,15,1700,590,320,740,585,1060,,
7144,298,16,1700,590,320,740,585,1060,,
7145,298,17,1700,590,320,740,585,1060,,
7146,298,18,1700,590,320,740,585,1060,,
7147,298,19,1700,590,320,740,585,1060,,
7148,298,20,1700,590,320,740,585,1060,,
7149,298,21,1700,590,320,740,585,1060,,
7150,298,22,985,590,320,429,585,1060,,
7151,298,23,870,590,320,379,585,1060,,
7152,299,0,540,590,320,235,585,1060,,
7153,299,1,548,590,320,239,585,1060,,
7154,299,2,547,590,320,238,585,1060,,
7155,299,3,648,590,320,282,585,1060,,
7156,299,4,664,590,320,289,585,1060,,
7157,299,5,900,590,320,392,585,1060,,
7158,299,6,1700,590,320,740,585,1060,,
7159,299,7,1700,590,320,740,585,1060,,
7160,299,8,1700,590,320,740,585,1060,,
7161,299,9,1700,590,320,740,585,1060,,
7162,299,10,1700,590,320,740,585,1060,,
7163,299,11,1700,590,320,740,585,1060,,
7164,299,12,1700,590,320,740,585,1060,,
7165,299,13,1700,590,320,740,585,1060,,
7166,299,14,1700,590,320,740,585,1060,,
7167,299,15,1700,590,320,740,585,1060,,
7168,299,16,1700,590,320,740,585,1060,,
7169,299,17,1700,590,320,740,585,1060,,
7170,299,18,1700,590,320,740,585,1060,,
7171,299,19,1700,590,320,740,585,1060,,
7172,299,20,1700,590,320,740,585,1060,,
7173,299,21,1700,590,320,740,585,1060,,
7174,299,22,1700,590,320,740,585,1060,,
7175,299,23,1700,590,320,740,585,1060,,
7176,300,0,1183,590,320,515,585,1060,,
7177,300,1,1103,590,320,480,585,1060,,
7178,300,2,1066,590,320,464,585,1060,,
7179,300,3,1176,590,320,512,585,1060,,
7180,300,4,1298,590,320,565,585,1060,,
7181,300,5,1426,590,320,621,585,1060,,
7182,300,6,1656,590,320,721,585,1060,,
7183,300,7,1700,590,320,740,585,1060,,
7184,300,8,1700,590,320,740,585,1060,,
7185,300,9,1700,590,320,740,585,1060,,
7186,300,10,1700,590,320,740,585,1060,,
7187,300,11,1700,590,320,740,585,1060,,
7188,300,12,1700,590,320,740,585,1060,,
7189,300,13,1700,590,320,740,585,1060,,
7190,300,14,1700,590,320,740,585,1060,,
7191,300,15,1700,590,320,740,585,1060,,
7192,300,16,1700,590,320,740,585,1060,,
7193,300,17,1700,590,320,740,585,1060,,
7194,300,18,1700,590,320,740,585,1060,,
7195,300,19,1700,590,320,740,585,1060,,
7196,300,20,1667,590,320,726,585,1060,,
7197,300,21,1332,590,320,580,585,1060,,
7198,300,22,1093,590,320,476,585,1060,,
7199,300,23,1099,590,320,478,585,1060,,
7200,301,0,1049,590,320,457,585,1060,,
7201,301,1,950,590,320,414,585,1060,,
7202,301,2,820,590,320,357,585,1060,,
7203,301,3,785,590,320,342,585,1060,,
7204,301,4,806,590,320,351,585,1060,,
7205,301,5,738,590,320,321,585,1060,,
7206,301,6,819,590,320,356,585,1060,,
7207,301,7,817,590,320,355,585,1060,,
7208,301,8,996,590,320,433,585,1060,,
7209,301,9,1353,590,320,589,585,1060,,
7210,301,10,1693,590,320,737,585,1060,,
7211,301,11,1497,590,320,651,585,1060,,
7212,301,12,1505,590,320,655,585,1060,,
7213,301,13,1189,590,320,518,585,1060,,
7214,301,14,1197,590,320,521,585,1060,,
7215,301,15,1290,590,320,562,585,1060,,
7216,301,16,1474,590,320,642,585,1060,,
7217,301,17,1700,590,320,740,585,1060,,
7218,301,18,1700,590,320,740,585,1060,,
7219,301,19,1700,590,320,740,585,1060,,
7220,301,20,1399,590,320,609,585,1060,,
7221,301,21,1381,590,320,601,585,1060,,
7222,301,22,1274,590,320,554,585,1060,,
7223,301,23,1256,590,320,547,585,1060,,
7224,302,0,1144,590,320,498,585,1060,,
7225,302,1,1070,590,320,466,585,1060,,
7226,302,2,1048,590,320,456,585,1060,,
7227,302,3,1048,590,320,456,585,1060,,
7228,302,4,1080,590,320,470,585,1060,,
7229,302,5,1105,590,320,481,585,1060,,
7230,302,6,1125,590,320,490,585,1060,,
7231,302,7,1364,590,320,594,585,1060,,
7232,302,8,1269,590,320,552,585,1060,,
7233,302,9,1539,590,320,670,585,1060,,
7234,302,10,1646,590,320,717,585,1060,,
7235,302,11,1662,590,320,724,585,1060,,
7236,302,12,1700,590,320,740,585,1060,,
7237,302,13,1697,590,320,739,585,1060,,
7238,302,14,1611,590,320,701,585,1060,,
7239,302,15,1571,590,320,684,585,1060,,
7240,302,16,1452,590,320,632,585,1060,,
7241,302,17,1619,590,320,705,585,1060,,
7242,302,18,1700,590,320,740,585,1060,,
7243,302,19,1574,590,320,685,585,1060,,
7244,302,20,1407,590,320,612,585,1060,,
7245,302,21,968,590,320,421,585,1060,,
7246,302,22,977,590,320,425,585,1060,,
7247,302,23,889,590,320,387,585,1060,,
7248,303,0,912,590,320,397,585,1060,,
7249,303,1,759,590,320,330,585,1060,,
7250,303,2,722,590,320,314,585,1060,,
7251,303,3,693,590,320,302,585,1060,,
7252,303,4,668,590,320,291,585,1060,,
7253,303,5,669,590,320,291,585,1060,,
7254,303,6,810,590,320,353,585,1060,,
7255,303,7,500,590,320,300,585,1060,,
7256,303,8,1000,590,320,740,585,1060,,
7257,303,9,1500,590,320,740,585,1060,,
7258,303,10,1650,590,320,740,585,1060,,
7259,303,11,1650,590,320,740,585,1060,,
7260,303,12,1650,590,320,740,585,1060,,
7261,303,13,1650,590,320,740,585,1060,,
7262,303,14,1650,590,320,740,585,1060,,
7263,303,15,1650,590,320,740,585,1060,,
7264,303,16,1650,590,320,740,585,1060,,
7265,303,17,1650,590,320,740,585,1060,,
7266,303,18,1650,590,320,740,585,1060,,
7267,303,19,1650,590,320,740,585,1060,,
7268,303,20,1500,590,320,740,585,1060,,
7269,303,21,1000,590,320,740,585,1060,,
7270,303,22,500,590,320,300,585,1060,,
7271,303,23,500,590,320,300,585,1060,,
7272,304,0,500,590,320,300,585,1060,,
7273,304,1,500,590,320,300,585,1060,,
7274,304,2,500,590,320,300,585,1060,,
7275,304,3,500,590,320,300,585,1060,,
7276,304,4,500,590,320,300,585,1060,,
7277,304,5,500,590,320,300,585,1060,,
7278,304,6,500,590,390,300,585,1060,,
7279,304,7,500,590,440,300,585,1060,,
7280,304,8,1100,590,630,740,585,1060,,
7281,304,9,1700,590,470,740,585,1060,,
7282,304,10,1700,590,320,740,585,1060,,
7283,304,11,1700,590,320,740,585,1060,,
7284,304,12,1700,590,320,740,585,1060,,
7285,304,13,1700,590,320,740,585,1060,,
7286,304,14,1700,590,320,740,585,1060,,
7287,304,15,1700,590,320,740,585,1060,,
7288,304,16,1700,590,320,740,585,1060,,
7289,304,17,1700,590,320,740,585,1060,,
7290,304,18,1700,590,320,740,585,1060,,
7291,304,19,1700,590,320,740,585,1060,,
7292,304,20,1700,590,320,740,585,1060,,
7293,304,21,1100,590,320,740,585,1060,,
7294,304,22,500,590,320,300,585,1060,,
7295,304,23,500,590,320,300,585,1060,,
7296,305,0,500,590,320,300,585,1060,,
7297,305,1,500,590,400,300,585,1060,,
7298,305,2,500,590,400,300,585,1060,,
7299,305,3,500,590,400,300,585,1060,,
7300,305,4,500,590,400,300,585,1060,,
7301,305,5,500,590,400,300,585,1060,,
7302,305,6,500,590,400,300,585,1060,,
7303,305,7,500,590,400,300,585,1060,,
7304,305,8,1100,590,400,740,585,1060,,
7305,305,9,1700,590,400,740,585,1060,,
7306,305,10,1700,590,400,740,585,1060,,
7307,305,11,1700,590,400,740,585,1060,,
7308,305,12,1700,590,400,740,585,1060,,
7309,305,13,1700,590,400,740,585,1060,,
7310,305,14,1700,590,400,740,585,1060,,
7311,305,15,1700,590,400,740,585,1060,,
7312,305,16,1700,590,400,740,585,1060,,
7313,305,17,1700,590,400,740,585,1060,,
7314,305,18,1700,590,400,740,585,1060,,
7315,305,19,1700,590,400,740,585,1287,,
7316,305,20,1700,590,400,740,585,1287,,
7317,305,21,1100,590,400,740,585,1287,,
7318,305,22,500,590,400,300,585,1287,,
7319,305,23,500,590,400,300,585,1287,,
7320,306,0,500,590,400,300,585,1287,,
7321,306,1,500,590,400,300,585,1287,,
7322,306,2,500,590,400,300,585,1287,,
7323,306,3,500,590,400,300,585,1287,,
7324,306,4,500,590,400,300,585,1287,,
7325,306,5,500,590,400,300,585,1287,,
7326,306,6,500,590,400,300,585,1287,,
7327,306,7,500,590,400,300,585,1287,,
7328,306,8,1100,590,400,740,585,1287,,
7329,306,9,1700,590,400,740,585,1287,,
7330,306,10,1700,590,400,165,585,1287,,
7331,306,11,1700,590,400,165,585,1287,,
7332,306,12,1700,590,400,165,585,1287,,
7333,306,13,1700,590,400,165,585,1287,,
7334,306,14,1700,590,400,165,585,1287,,
7335,306,15,1700,590,400,165,585,1287,,
7336,306,16,1700,590,400,740,585,1287,,
7337,306,17,1700,590,400,740,585,1287,,
7338,306,18,1700,590,400,740,585,1287,,
7339,306,19,1700,590,400,740,585,1287,,
7340,306,20,1700,590,400,740,585,1287,,
7341,306,21,1100,590,400,740,585,1287,,
7342,306,22,500,590,400,300,585,1287,,
7343,306,23,500,590,400,300,585,1287,,
7344,307,0,500,590,400,300,585,1287,,
7345,307,1,450,590,930,250,585,1287,,
7346,307,2,450,590,1060,250,585,1287,,
7347,307,3,450,590,1140,250,585,1287,,
7348,307,4,450,590,1080,250,585,1287,,
7349,307,5,450,590,1020,250,585,1287,,
7350,307,6,450,590,960,250,585,1287,,
7351,307,7,450,590,920,250,585,1287,,
7352,307,8,1050,590,770,740,585,1287,,
7353,307,9,1650,590,860,740,585,1287,,
7354,307,10,1700,590,750,740,585,1287,,
7355,307,11,1700,590,590,740,585,1287,,
7356,307,12,1700,590,550,740,585,1287,,
7357,307,13,1700,590,550,740,585,1287,,
7358,307,14,1700,590,620,740,585,1287,,
7359,307,15,1700,590,520,740,585,1287,,
7360,307,16,1700,590,440,740,585,1287,,
7361,307,17,1700,590,400,740,585,1287,,
7362,307,18,1700,590,400,740,585,1287,,
7363,307,19,1700,590,400,740,585,1287,,
7364,307,20,1650,590,400,740,585,1287,,
7365,307,21,1050,590,400,740,585,1287,,
7366,307,22,450,590,400,250,585,1287,,
7367,307,23,450,590,400,250,585,1287,,
7368,308,0,450,590,400,250,585,1287,,
7369,308,1,450,590,400,250,585,1287,,
7370,308,2,450,590,400,250,585,1287,,
7371,308,3,450,590,400,250,585,1287,,
7372,308,4,450,590,400,250,585,1287,,
7373,308,5,450,590,400,250,585,1287,,
7374,308,6,450,590,400,250,585,1287,,
7375,308,7,450,590,400,250,585,1287,,
7376,308,8,450,590,400,250,585,1287,,
7377,308,9,450,590,400,250,585,1287,,
7378,308,10,450,590,400,250,585,1287,,
7379,308,11,450,590,400,250,585,1287,,
7380,308,12,450,590,400,250,585,1287,,
7381,308,13,450,590,400,250,585,1287,,
7382,308,14,450,590,400,250,585,1287,,
7383,308,15,450,590,400,250,585,1287,,
7384,308,16,450,590,400,250,585,1287,,
7385,308,17,450,590,400,250,585,1287,,
7386,308,18,450,590,400,250,585,1287,,
7387,308,19,450,590,400,250,585,1287,,
7388,308,20,450,590,400,250,585,1287,,
7389,308,21,450,590,400,250,585,1287,,
7390,308,22,450,590,400,250,585,1287,,
7391,308,23,450,590,400,250,585,1287,,
7392,309,0,450,590,400,250,585,1287,,
7393,309,1,450,590,400,250,585,1532,,
7394,309,2,450,590,400,250,585,1532,,
7395,309,3,450,590,400,250,585,1532,,
7396,309,4,450,590,400,250,585,1532,,
7397,309,5,450,590,470,250,585,1532,,
7398,309,6,450,590,640,250,585,1532,,
7399,309,7,450,590,600,250,585,1532,,
7400,309,8,450,590,400,250,585,1532,,
7401,309,9,450,590,400,250,585,1532,,
7402,309,10,450,590,400,250,585,1532,,
7403,309,11,450,590,400,250,585,1532,,
7404,309,12,450,590,400,250,585,1532,,
7405,309,13,450,590,400,250,585,1532,,
7406,309,14,450,590,400,250,585,1532,,
7407,309,15,450,590,400,250,585,1532,,
7408,309,16,450,590,400,250,585,1532,,
7409,309,17,450,590,590,250,585,1532,,
7410,309,18,450,590,720,250,585,1532,,
7411,309,19,450,590,880,250,585,1532,,
7412,309,20,450,590,830,250,585,1532,,
7413,309,21,450,590,1090,250,585,1532,,
7414,309,22,1050,590,1050,740,585,1532,,
7415,309,23,1255,590,1050,546,585,1532,,
7416,310,0,1195,590,970,520,585,1532,,
7417,310,1,776,590,1110,338,585,1532,,
7418,310,2,805,590,1080,350,585,1532,,
7419,310,3,800,590,970,348,585,1532,,
7420,310,4,907,590,1080,395,585,1532,,
7421,310,5,917,590,1110,399,585,1532,,
7422,310,6,1144,590,970,498,585,1532,,
7423,310,7,1700,590,520,740,585,853,,
7424,310,8,1700,590,400,740,585,853,,
7425,310,9,1700,590,400,740,585,853,,
7426,310,10,1700,590,450,740,585,853,,
7427,310,11,1700,590,490,740,585,853,,
7428,310,12,1700,590,480,740,585,853,,
7429,310,13,1700,590,520,740,585,853,,
7430,310,14,1700,590,510,740,585,853,,
7431,310,15,1700,590,580,740,585,853,,
7432,310,16,1700,590,580,740,585,853,,
7433,310,17,1700,590,670,740,585,853,,
7434,310,18,1700,590,660,740,585,853,,
7435,310,19,1700,590,510,740,585,853,,
7436,310,20,1700,590,760,740,585,853,,
7437,310,21,1700,590,740,740,585,853,,
7438,310,22,1690,590,770,736,585,853,,
7439,310,23,1486,590,910,647,585,853,,
7440,311,0,1431,590,970,623,585,853,,
7441,311,1,967,590,1310,421,585,853,,
7442,311,2,934,590,1290,406,585,853,,
7443,311,3,975,590,1260,424,585,853,,
7444,311,4,962,590,1250,419,585,853,,
7445,311,5,983,590,1210,428,585,853,,
7446,311,6,1117,590,810,486,585,853,,
7447,311,7,1700,590,400,740,585,853,,
7448,311,8,1700,590,400,740,585,853,,
7449,311,9,1700,590,400,740,585,853,,
7450,311,10,1700,590,400,740,585,853,,
7451,311,11,1700,590,400,740,585,853,,
7452,311,12,1700,590,400,740,585,853,,
7453,311,13,1700,590,400,740,585,853,,
7454,311,14,1700,590,400,740,585,853,,
7455,311,15,1700,590,400,740,585,853,,
7456,311,16,1700,590,400,740,585,853,,
7457,311,17,1700,590,400,740,585,853,,
7458,311,18,1700,590,400,740,585,853,,
7459,311,19,1700,590,400,740,585,853,,
7460,311,20,1700,590,400,740,585,853,,
7461,311,21,1513,590,400,659,585,853,,
7462,311,22,1499,590,400,653,585,853,,
7463,311,23,1344,590,400,585,585,853,,
7464,312,0,1283,590,720,559,585,853,,
7465,312,1,555,590,1290,242,585,853,,
7466,312,2,526,590,1300,229,585,853,,
7467,312,3,543,590,1310,236,585,853,,
7468,312,4,506,590,1330,220,585,853,,
7469,312,5,562,590,1360,245,585,853,,
7470,312,6,660,590,1190,287,585,853,,
7471,312,7,1245,590,860,542,585,853,,
7472,312,8,1700,590,880,740,585,853,,
7473,312,9,1700,590,860,740,585,853,,
7474,312,10,1700,590,750,740,585,853,,
7475,312,11,1700,590,550,740,585,853,,
7476,312,12,1700,590,510,740,585,853,,
7477,312,13,1700,590,430,740,585,853,,
7478,312,14,1700,590,550,740,585,853,,
7479,312,15,1700,590,510,740,585,853,,
7480,312,16,1700,590,540,740,585,853,,
7481,312,17,1700,590,630,740,585,853,,
7482,312,18,1700,590,660,740,585,853,,
7483,312,19,1700,590,410,740,585,853,,
7484,312,20,1700,590,560,740,585,853,,
7485,312,21,1212,590,680,528,585,853,,
7486,312,22,1080,590,970,470,585,853,,
7487,312,23,731,590,960,318,585,853,,
7488,313,0,486,590,1090,211,585,853,,
7489,313,1,576,590,1390,251,585,853,,
7490,313,2,446,590,1420,194,585,853,,
7491,313,3,446,590,1360,194,585,853,,
7492,313,4,472,590,1140,206,585,853,,
7493,313,5,603,590,900,262,585,853,,
7494,313,6,986,590,570,429,585,853,,
7495,313,7,1700,590,400,740,585,853,,
7496,313,8,1700,590,400,740,585,853,,
7497,313,9,1700,590,400,740,585,853,,
7498,313,10,1700,590,400,740,585,853,,
7499,313,11,1700,590,400,740,585,853,,
7500,313,12,1700,590,400,740,585,853,,
7501,313,13,1700,590,400,740,585,853,,
7502,313,14,1700,590,400,740,585,853,,
7503,313,15,1700,590,400,740,585,853,,
7504,313,16,1700,590,400,740,585,853,,
7505,313,17,1700,590,400,740,585,853,,
7506,313,18,1700,590,400,740,585,853,,
7507,313,19,1700,590,400,740,585,853,,
7508,313,20,1700,590,400,740,585,853,,
7509,313,21,1402,590,400,610,585,853,,
7510,313,22,938,590,420,408,585,853,,
7511,313,23,714,590,790,311,585,853,,
7512,314,0,501,590,690,218,585,853,,
7513,314,1,1341,590,510,584,585,853,,
7514,314,2,1343,590,400,585,585,853,,
7515,314,3,1427,590,400,621,585,853,,
7516,314,4,1559,590,400,679,585,853,,
7517,314,5,1596,590,400,695,585,853,,
7518,314,6,1700,590,400,740,585,853,,
7519,314,7,1700,590,400,740,585,853,,
7520,314,8,1700,590,400,740,585,853,,
7521,314,9,1700,590,400,740,585,853,,
7522,314,10,1700,590,400,740,585,853,,
7523,314,11,1700,590,400,740,585,853,,
7524,314,12,1700,590,400,740,585,853,,
7525,314,13,1700,590,400,740,585,853,,
7526,314,14,1700,590,400,740,585,853,,
7527,314,15,1700,590,400,740,585,853,,
7528,314,16,1700,590,400,740,585,853,,
7529,314,17,1700,590,400,740,585,853,,
7530,314,18,1700,590,400,740,585,853,,
7531,314,19,1700,590,400,740,585,853,,
7532,314,20,1700,590,400,740,585,853,,
7533,314,21,1700,590,400,740,585,853,,
7534,314,22,1542,590,400,671,585,853,,
7535,314,23,1580,590,400,688,585,853,,
7536,315,0,1658,590,400,722,585,853,,
7537,315,1,1130,590,400,610,585,853,,
7538,315,2,1130,590,400,597,585,853,,
7539,315,3,1130,590,400,591,585,853,,
7540,315,4,1130,590,400,545,585,853,,
7541,315,5,1130,590,400,610,585,853,,
7542,315,6,1130,590,400,601,585,853,,
7543,315,7,1130,590,400,635,585,481,,
7544,315,8,1130,590,400,647,585,481,,
7545,315,9,1130,590,400,653,585,481,,
7546,315,10,1130,590,400,629,585,481,,
7547,315,11,1130,590,400,672,585,481,,
7548,315,12,1130,590,400,633,585,481,,
7549,315,13,1130,590,400,596,585,481,,
7550,315,14,1130,590,400,607,585,481,,
7551,315,15,1130,590,400,618,585,481,,
7552,315,16,1130,590,400,740,585,481,,
7553,315,17,1130,590,400,740,585,481,,
7554,315,18,1130,590,400,740,585,481,,
7555,315,19,1130,590,400,740,585,481,,
7556,315,20,1130,590,400,740,585,481,,
7557,315,21,1130,590,400,740,585,481,,
7558,315,22,1130,590,400,740,585,481,,
7559,315,23,1130,590,400,734,585,481,,
7560,316,0,1130,590,400,740,585,481,,
7561,316,1,728,590,400,317,585,481,,
7562,316,2,744,590,400,324,585,481,,
7563,316,3,753,590,400,328,585,481,,
7564,316,4,721,590,400,314,585,481,,
7565,316,5,828,590,400,361,585,481,,
7566,316,6,772,590,400,336,585,481,,
7567,316,7,728,590,400,317,585,481,,
7568,316,8,805,590,680,350,585,481,,
7569,316,9,868,590,1140,378,585,481,,
7570,316,10,997,590,1410,434,585,481,,
7571,316,11,1018,590,1420,443,585,481,,
7572,316,12,1005,590,1420,438,585,481,,
7573,316,13,961,590,1300,418,585,481,,
7574,316,14,899,590,1370,391,585,481,,
7575,316,15,891,590,1190,388,585,481,,
7576,316,16,962,590,860,419,585,481,,
7577,316,17,1080,590,540,470,585,481,,
7578,316,18,1130,590,400,493,585,481,,
7579,316,19,1106,590,400,481,585,481,,
7580,316,20,1013,590,400,441,585,481,,
7581,316,21,1014,590,400,441,585,853,,
7582,316,22,967,590,400,421,585,853,,
7583,316,23,771,590,400,336,585,853,,
7584,317,0,688,590,400,299,585,853,,
7585,317,1,618,590,600,269,585,853,,
7586,317,2,552,590,840,240,585,853,,
7587,317,3,574,590,950,250,585,853,,
7588,317,4,623,590,1150,271,585,853,,
7589,317,5,797,590,1290,347,585,853,,
7590,317,6,1130,590,1400,521,585,853,,
7591,317,7,1130,590,920,740,585,853,,
7592,317,8,1130,590,400,740,585,853,,
7593,317,9,1130,590,400,740,585,853,,
7594,317,10,1130,590,400,740,585,853,,
7595,317,11,1130,590,400,740,585,853,,
7596,317,12,1130,590,400,740,585,853,,
7597,317,13,1130,590,400,740,585,853,,
7598,317,14,1130,590,400,740,585,853,,
7599,317,15,1130,590,400,740,585,853,,
7600,317,16,1130,590,400,740,585,853,,
7601,317,17,1130,590,400,740,585,853,,
7602,317,18,1130,590,400,740,585,853,,
7603,317,19,1130,590,400,740,585,853,,
7604,317,20,1130,590,400,740,585,853,,
7605,317,21,1130,590,400,740,585,853,,
7606,317,22,1130,590,400,740,585,853,,
7607,317,23,1130,590,400,590,585,853,,
7608,318,0,1079,590,400,470,585,853,,
7609,318,1,898,590,780,391,585,853,,
7610,318,2,836,590,840,364,585,853,,
7611,318,3,825,590,620,359,585,853,,
7612,318,4,818,590,400,356,585,853,,
7613,318,5,864,590,400,376,585,853,,
7614,318,6,1100,590,400,479,585,853,,
7615,318,7,1130,590,400,740,585,853,,
7616,318,8,1130,590,400,740,585,853,,
7617,318,9,1130,590,400,740,585,853,,
7618,318,10,1130,590,400,740,585,853,,
7619,318,11,1130,590,400,740,585,853,,
7620,318,12,1130,590,400,740,585,853,,
7621,318,13,1130,590,400,740,585,853,,
7622,318,14,1130,590,400,740,585,853,,
7623,318,15,1130,590,400,740,585,853,,
7624,318,16,1130,590,400,740,585,853,,
7625,318,17,1130,590,400,740,585,853,,
7626,318,18,1130,590,400,740,585,853,,
7627,318,19,1130,590,400,740,585,853,,
7628,318,20,1130,590,550,740,585,853,,
7629,318,21,1078,590,620,469,585,853,,
7630,318,22,775,590,720,337,585,853,,
7631,318,23,601,590,840,262,585,853,,
7632,319,0,510,590,870,222,585,853,,
7633,319,1,553,590,820,241,585,853,,
7634,319,2,508,590,810,221,585,853,,
7635,319,3,500,590,790,218,585,853,,
7636,319,4,540,590,780,235,585,853,,
7637,319,5,578,590,690,252,585,853,,
7638,319,6,765,590,480,333,585,853,,
7639,319,7,1130,590,400,504,585,853,,
7640,319,8,1130,590,400,582,585,853,,
7641,319,9,1130,590,400,600,585,853,,
7642,319,10,1090,590,400,474,585,853,,
7643,319,11,1051,590,400,458,585,853,,
7644,319,12,1024,590,400,446,585,853,,
7645,319,13,990,590,400,431,585,853,,
7646,319,14,1041,590,400,453,585,853,,
7647,319,15,1103,590,400,480,585,853,,
7648,319,16,1130,590,400,554,585,853,,
7649,319,17,1130,590,650,640,585,853,,
7650,319,18,1130,590,710,740,585,853,,
7651,319,19,1130,590,750,740,585,853,,
7652,319,20,1130,590,790,611,585,853,,
7653,319,21,1130,590,800,521,585,853,,
7654,319,22,889,590,860,387,585,853,,
7655,319,23,708,590,880,308,585,853,,
7656,320,0,641,590,1020,279,585,853,,
7657,320,1,682,590,990,297,585,853,,
7658,320,2,657,590,780,286,585,853,,
7659,320,3,780,590,710,340,585,853,,
7660,320,4,755,590,530,329,585,853,,
7661,320,5,798,590,450,347,585,853,,
7662,320,6,964,590,400,420,585,853,,
