hiy,diy,hid,DK1,DK2,
1070,45,14,2741,1841,
1071,45,15,2637,1807,
1072,45,16,2613,1829,
1073,45,17,2857,2049,
1074,45,18,2913,2106,
1075,45,19,2711,1983,
1076,45,20,2540,1853,
1077,45,21,2391,1725,
1078,45,22,2192,1594,
1079,45,23,2001,1466,
1080,46,0,1923,1376,
1081,46,1,1872,1322,
1082,46,2,1867,1292,
1083,46,3,1890,1311,
1084,46,4,1977,1343,
1085,46,5,2151,1450,
1086,46,6,2472,1677,
1087,46,7,2858,1874,
1088,46,8,3005,1966,
1089,46,9,2989,1969,
1090,46,10,3004,1976,
1091,46,11,2967,1940,
1092,46,12,2859,1900,
1093,46,13,2822,1869,
1094,46,14,2738,1830,
1095,46,15,2637,1787,
1096,46,16,2652,1812,
1097,46,17,2917,2024,
1098,46,18,2946,2095,
1099,46,19,2735,1950,
1100,46,20,2539,1811,
1101,46,21,2351,1702,
1102,46,22,2167,1560,
1103,46,23,1980,1428,
1104,47,0,1850,1346,
1105,47,1,1802,1286,
1106,47,2,1775,1262,
1107,47,3,1790,1268,
1108,47,4,1846,1291,
1109,47,5,1996,1376,
1110,47,6,2315,1573,
1111,47,7,2719,1780,
1112,47,8,2849,1890,
1113,47,9,2919,1927,
1114,47,10,3038,1919,
1115,47,11,2950,1897,
1116,47,12,2859,1901,
1117,47,13,2860,1911,
1118,47,14,2724,1883,
1119,47,15,2637,1835,
1120,47,16,2642,1890,
1121,47,17,2848,2037,
1122,47,18,2805,2049,
1123,47,19,2614,1878,
1124,47,20,2421,1748,
1125,47,21,2269,1618,
1126,47,22,2089,1466,
1127,47,23,1938,1336,
1128,48,0,1874,1259,
1129,48,1,1854,1213,
1130,48,2,1840,1191,
1131,48,3,1845,1189,
1132,48,4,1865,1216,
1133,48,5,2008,1308,
1134,48,6,2322,1536,
1135,48,7,2667,1749,
1136,48,8,2826,1862,
1137,48,9,2888,1921,
1138,48,10,2886,1956,
1139,48,11,2812,1941,
1140,48,12,2669,1892,
1141,48,13,2602,1850,
1142,48,14,2491,1822,
1143,48,15,2413,1777,
1144,48,16,2436,1811,
1145,48,17,2686,1978,
1146,48,18,2736,1993,
1147,48,19,2524,1848,
1148,48,20,2303,1702,
1149,48,21,2169,1583,
1150,48,22,2011,1461,
1151,48,23,1874,1368,
1152,49,0,1750,1274,
1153,49,1,1704,1217,
1154,49,2,1674,1179,
1155,49,3,1662,1181,
1156,49,4,1650,1183,
1157,49,5,1661,1202,
1158,49,6,1789,1271,
1159,49,7,1942,1368,
1160,49,8,2114,1497,
1161,49,9,2194,1602,
1162,49,10,2212,1683,
1163,49,11,2138,1680,
1164,49,12,2105,1669,
1165,49,13,2105,1642,
1166,49,14,2092,1618,
1167,49,15,2100,1622,
1168,49,16,2130,1668,
1169,49,17,2339,1827,
1170,49,18,2386,1860,
1171,49,19,2154,1724,
1172,49,20,1982,1612,
1173,49,21,1834,1498,
1174,49,22,1690,1404,
1175,49,23,1605,1286,
1176,50,0,1501,1197,
1177,50,1,1443,1142,
1178,50,2,1430,1116,
1179,50,3,1444,1098,
1180,50,4,1474,1102,
1181,50,5,1494,1128,
1182,50,6,1625,1197,
1183,50,7,1829,1294,
1184,50,8,1972,1426,
1185,50,9,2119,1565,
1186,50,10,2163,1631,
1187,50,11,2149,1647,
1188,50,12,2118,1624,
1189,50,13,2060,1613,
1190,50,14,2020,1606,
1191,50,15,1990,1587,
1192,50,16,2037,1632,
1193,50,17,2296,1817,
1194,50,18,2396,1869,
1195,50,19,2205,1753,
1196,50,20,2036,1606,
1197,50,21,1887,1474,
1198,50,22,1741,1352,
1199,50,23,1607,1252,
1200,51,0,1632,1168,
1201,51,1,1617,1109,
1202,51,2,1618,1088,
1203,51,3,1585,1107,
1204,51,4,1642,1136,
1205,51,5,1776,1234,
1206,51,6,2094,1474,
1207,51,7,2479,1720,
1208,51,8,2640,1813,
1209,51,9,2662,1879,
1210,51,10,2749,1901,
1211,51,11,2756,1904,
1212,51,12,2683,1887,
1213,51,13,2671,1875,
1214,51,14,2609,1846,
1215,51,15,2490,1829,
1216,51,16,2479,1872,
1217,51,17,2662,2048,
1218,51,18,2661,2035,
1219,51,19,2492,1905,
1220,51,20,2351,1732,
1221,51,21,2206,1617,
1222,51,22,2035,1458,
1223,51,23,1925,1377,
1224,52,0,1691,1243,
1225,52,1,1595,1174,
1226,52,2,1612,1147,
1227,52,3,1564,1121,
1228,52,4,1621,1173,
1229,52,5,1808,1278,
1230,52,6,2140,1532,
1231,52,7,2493,1761,
1232,52,8,2606,1820,
1233,52,9,2576,1849,
1234,52,10,2573,1842,
1235,52,11,2561,1824,
1236,52,12,2495,1803,
1237,52,13,2494,1793,
1238,52,14,2413,1753,
1239,52,15,2338,1702,
1240,52,16,2393,1731,
1241,52,17,2680,1931,
1242,52,18,2768,2010,
1243,52,19,2602,1877,
1244,52,20,2443,1764,
1245,52,21,2230,1632,
1246,52,22,2041,1466,
1247,52,23,1866,1320,
1248,53,0,1882,1221,
1249,53,1,1759,1174,
1250,53,2,1801,1160,
1251,53,3,1841,1181,
1252,53,4,1883,1240,
1253,53,5,2023,1366,
1254,53,6,2323,1610,
1255,53,7,2590,1805,
1256,53,8,2653,1838,
1257,53,9,2565,1855,
1258,53,10,2612,1846,
1259,53,11,2603,1808,
1260,53,12,2492,1792,
1261,53,13,2492,1795,
1262,53,14,2459,1790,
1263,53,15,2370,1765,
1264,53,16,2373,1803,
1265,53,17,2591,1967,
1266,53,18,2602,2035,
1267,53,19,2440,1915,
1268,53,20,2285,1792,
1269,53,21,2121,1654,
1270,53,22,1943,1499,
1271,53,23,1794,1351,
1272,54,0,1748,1276,
1273,54,1,1710,1220,
1274,54,2,1753,1187,
1275,54,3,1637,1171,
1276,54,4,1689,1206,
1277,54,5,1885,1289,
1278,54,6,2338,1541,
1279,54,7,2709,1751,
1280,54,8,2850,1827,
1281,54,9,2865,1840,
1282,54,10,2919,1846,
1283,54,11,2936,1844,
1284,54,12,2885,1852,
1285,54,13,2933,1860,
1286,54,14,2865,1860,
1287,54,15,2790,1843,
1288,54,16,2844,1913,
1289,54,17,3016,2131,
1290,54,18,2941,2108,
1291,54,19,2741,1967,
1292,54,20,2509,1839,
1293,54,21,2342,1723,
1294,54,22,2171,1569,
1295,54,23,1974,1427,
1296,55,0,1860,1351,
1297,55,1,1805,1295,
1298,55,2,1836,1257,
1299,55,3,1849,1247,
1300,55,4,1904,1284,
1301,55,5,2094,1389,
1302,55,6,2458,1581,
1303,55,7,2811,1799,
1304,55,8,2900,1893,
1305,55,9,2813,1905,
1306,55,10,2794,1897,
1307,55,11,2678,1864,
1308,55,12,2489,1811,
1309,55,13,2380,1750,
1310,55,14,2251,1692,
1311,55,15,2176,1668,
1312,55,16,2220,1729,
1313,55,17,2472,1892,
1314,55,18,2605,2018,
1315,55,19,2425,1907,
1316,55,20,2240,1743,
1317,55,21,2125,1638,
1318,55,22,2060,1536,
1319,55,23,1934,1397,
1320,56,0,1778,1307,
1321,56,1,1755,1256,
1322,56,2,1754,1223,
1323,56,3,1749,1213,
1324,56,4,1763,1221,
1325,56,5,1796,1250,
1326,56,6,1947,1326,
1327,56,7,2028,1424,
1328,56,8,2159,1563,
1329,56,9,2232,1634,
1330,56,10,2255,1669,
1331,56,11,2218,1679,
1332,56,12,2169,1666,
1333,56,13,2151,1645,
1334,56,14,2112,1628,
1335,56,15,2165,1641,
1336,56,16,2199,1696,
1337,56,17,2377,1867,
1338,56,18,2417,1925,
1339,56,19,2246,1808,
1340,56,20,2069,1684,
1341,56,21,1963,1589,
1342,56,22,1859,1487,
1343,56,23,1748,1385,
1344,57,0,1589,1275,
1345,57,1,1599,1201,
1346,57,2,1595,1150,
1347,57,3,1629,1135,
1348,57,4,1729,1140,
1349,57,5,1692,1150,
1350,57,6,1787,1200,
1351,57,7,1946,1272,
1352,57,8,2124,1411,
1353,57,9,2217,1537,
1354,57,10,2231,1599,
1355,57,11,2221,1621,
1356,57,12,2180,1628,
1357,57,13,2162,1597,
1358,57,14,2138,1580,
1359,57,15,2125,1567,
1360,57,16,2228,1628,
1361,57,17,2487,1800,
1362,57,18,2545,1862,
1363,57,19,2391,1744,
1364,57,20,2214,1629,
1365,57,21,2034,1515,
1366,57,22,1858,1344,
1367,57,23,1711,1249,
1368,58,0,1617,1163,
1369,58,1,1563,1113,
1370,58,2,1519,1090,
1371,58,3,1535,1088,
1372,58,4,1609,1118,
1373,58,5,1793,1229,
1374,58,6,2202,1491,
1375,58,7,2596,1722,
1376,58,8,2708,1792,
1377,58,9,2780,1824,
1378,58,10,2833,1855,
1379,58,11,2824,1842,
1380,58,12,2833,1831,
1381,58,13,2899,1846,
1382,58,14,2810,1820,
1383,58,15,2707,1791,
1384,58,16,2667,1771,
1385,58,17,2832,1934,
1386,58,18,2786,1991,
1387,58,19,2600,1852,
1388,58,20,2367,1706,
1389,58,21,2191,1584,
1390,58,22,2004,1421,
1391,58,23,1809,1290,
1392,59,0,1677,1170,
1393,59,1,1694,1115,
1394,59,2,1643,1128,
1395,59,3,1646,1110,
1396,59,4,1691,1142,
1397,59,5,1854,1245,
1398,59,6,2268,1523,
1399,59,7,2589,1760,
1400,59,8,2713,1826,
1401,59,9,2797,1876,
1402,59,10,2812,1862,
1403,59,11,2779,1817,
1404,59,12,2745,1779,
1405,59,13,2754,1785,
1406,59,14,2633,1807,
1407,59,15,2557,1817,
1408,59,16,2558,1793,
1409,59,17,2765,1948,
1410,59,18,2809,2010,
1411,59,19,2646,1915,
1412,59,20,2477,1778,
1413,59,21,2313,1657,
1414,59,22,2154,1492,
1415,59,23,1980,1363,
1416,60,0,1847,1330,
1417,60,1,1799,1277,
1418,60,2,1796,1254,
1419,60,3,1819,1271,
1420,60,4,1864,1289,
1421,60,5,1992,1408,
1422,60,6,2378,1679,
1423,60,7,2720,1913,
1424,60,8,2795,1975,
1425,60,9,2738,1953,
1426,60,10,2766,2008,
1427,60,11,2761,1997,
1428,60,12,2692,1954,
1429,60,13,2732,1939,
1430,60,14,2656,1913,
1431,60,15,2511,1883,
1432,60,16,2490,1925,
1433,60,17,2732,2069,
1434,60,18,2849,2125,
1435,60,19,2726,2001,
1436,60,20,2551,1869,
1437,60,21,2396,1735,
1438,60,22,2217,1588,
1439,60,23,2036,1428,
1440,61,0,1951,1327,
1441,61,1,1896,1280,
1442,61,2,1879,1253,
1443,61,3,1889,1258,
1444,61,4,1919,1319,
1445,61,5,2069,1436,
1446,61,6,2470,1688,
1447,61,7,2808,1894,
1448,61,8,2939,1984,
1449,61,9,2905,2012,
1450,61,10,2938,2032,
1451,61,11,2885,2006,
1452,61,12,2722,1965,
1453,61,13,2701,1966,
1454,61,14,2620,1924,
1455,61,15,2488,1866,
1456,61,16,2522,1873,
1457,61,17,2700,2011,
1458,61,18,2790,2122,
1459,61,19,2656,2000,
1460,61,20,2476,1874,
1461,61,21,2320,1731,
1462,61,22,2159,1589,
1463,61,23,1976,1452,
1464,62,0,1803,1347,
1465,62,1,1791,1303,
1466,62,2,1792,1259,
1467,62,3,1816,1260,
1468,62,4,1842,1279,
1469,62,5,1991,1386,
1470,62,6,2387,1612,
1471,62,7,2721,1819,
1472,62,8,2804,1906,
1473,62,9,2771,1955,
1474,62,10,2741,1956,
1475,62,11,2673,1935,
1476,62,12,2598,1902,
1477,62,13,2579,1846,
1478,62,14,2459,1803,
1479,62,15,2384,1789,
1480,62,16,2446,1820,
1481,62,17,2663,1952,
1482,62,18,2735,2051,
1483,62,19,2557,1950,
1484,62,20,2350,1806,
1485,62,21,2194,1696,
1486,62,22,2029,1582,
1487,62,23,1907,1466,
1488,63,0,1800,1371,
1489,63,1,1729,1312,
1490,63,2,1679,1275,
1491,63,3,1681,1278,
1492,63,4,1699,1270,
1493,63,5,1677,1282,
1494,63,6,1822,1362,
1495,63,7,1985,1480,
1496,63,8,2145,1609,
1497,63,9,2226,1712,
1498,63,10,2254,1788,
1499,63,11,2202,1761,
1500,63,12,2136,1728,
1501,63,13,2078,1693,
1502,63,14,2042,1672,
1503,63,15,2044,1653,
1504,63,16,2161,1688,
1505,63,17,2354,1836,
1506,63,18,2418,1930,
1507,63,19,2242,1837,
1508,63,20,2109,1706,
1509,63,21,1989,1579,
1510,63,22,1874,1507,
1511,63,23,1763,1407,
1512,64,0,1656,1335,
1513,64,1,1593,1279,
1514,64,2,1614,1249,
1515,64,3,1628,1252,
1516,64,4,1669,1254,
1517,64,5,1680,1259,
1518,64,6,1797,1339,
1519,64,7,1761,1422,
1520,64,8,2006,1563,
1521,64,9,2154,1673,
1522,64,10,2251,1727,
1523,64,11,2298,1773,
1524,64,12,2275,1821,
1525,64,13,2222,1824,
1526,64,14,2226,1797,
1527,64,15,2209,1788,
1528,64,16,2308,1795,
1529,64,17,2511,1930,
1530,64,18,2583,1965,
1531,64,19,2466,1843,
1532,64,20,2267,1711,
1533,64,21,2093,1571,
1534,64,22,1930,1430,
1535,64,23,1788,1309,
1536,65,0,1714,1216,
1537,65,1,1677,1160,
1538,65,2,1685,1147,
1539,65,3,1690,1183,
1540,65,4,1717,1237,
1541,65,5,1866,1333,
1542,65,6,2294,1577,
1543,65,7,2678,1793,
1544,65,8,2782,1880,
1545,65,9,2816,1953,
1546,65,10,2902,1990,
1547,65,11,2896,1952,
1548,65,12,2864,1941,
1549,65,13,2869,1932,
1550,65,14,2814,1912,
1551,65,15,2718,1885,
1552,65,16,2700,1901,
1553,65,17,2943,2058,
1554,65,18,2934,2091,
1555,65,19,2772,1979,
1556,65,20,2568,1826,
1557,65,21,2407,1717,
1558,65,22,2233,1560,
1559,65,23,2032,1408,
1560,66,0,1951,1325,
1561,66,1,1924,1272,
1562,66,2,1925,1239,
1563,66,3,1901,1254,
1564,66,4,1925,1282,
1565,66,5,2013,1385,
1566,66,6,2400,1651,
1567,66,7,2777,1885,
1568,66,8,2938,1995,
1569,66,9,3019,2035,
1570,66,10,3061,2053,
1571,66,11,3058,2038,
1572,66,12,2967,1999,
1573,66,13,2986,1974,
1574,66,14,2917,1923,
1575,66,15,2830,1881,
1576,66,16,2837,1910,
1577,66,17,3002,2067,
1578,66,18,3038,2143,
1579,66,19,2924,2070,
1580,66,20,2761,1915,
1581,66,21,2563,1761,
1582,66,22,2383,1605,
1583,66,23,2186,1443,
1584,67,0,2053,1344,
1585,67,1,2016,1298,
1586,67,2,1995,1271,
1587,67,3,2000,1274,
1588,67,4,2047,1302,
1589,67,5,2210,1399,
1590,67,6,2601,1664,
1591,67,7,2936,1867,
1592,67,8,3056,1942,
1593,67,9,3004,1967,
1594,67,10,2998,2019,
1595,67,11,2953,1973,
1596,67,12,2863,1911,
1597,67,13,2882,1888,
1598,67,14,2880,1890,
1599,67,15,2795,1852,
1600,67,16,2762,1899,
1601,67,17,2949,2075,
1602,67,18,2923,2112,
1603,67,19,2758,1974,
1604,67,20,2580,1802,
1605,67,21,2430,1676,
1606,67,22,2260,1523,
1607,67,23,2096,1369,
1608,68,0,1991,1261,
1609,68,1,1941,1202,
1610,68,2,1905,1176,
1611,68,3,1898,1179,
1612,68,4,1928,1200,
1613,68,5,2088,1315,
1614,68,6,2470,1549,
1615,68,7,2814,1765,
1616,68,8,2932,1851,
1617,68,9,2903,1883,
1618,68,10,2918,1900,
1619,68,11,2903,1885,
1620,68,12,2783,1847,
1621,68,13,2778,1840,
1622,68,14,2750,1793,
1623,68,15,2706,1796,
1624,68,16,2760,1804,
1625,68,17,2946,1967,
1626,68,18,2977,2025,
1627,68,19,2791,1908,
1628,68,20,2563,1794,
1629,68,21,2404,1668,
1630,68,22,2174,1510,
1631,68,23,2020,1349,
1632,69,0,1881,1256,
1633,69,1,1831,1202,
1634,69,2,1764,1161,
1635,69,3,1768,1183,
1636,69,4,1824,1214,
1637,69,5,1984,1313,
1638,69,6,2368,1520,
1639,69,7,2670,1732,
1640,69,8,2774,1801,
1641,69,9,2726,1826,
1642,69,10,2750,1835,
1643,69,11,2684,1806,
1644,69,12,2541,1748,
1645,69,13,2465,1702,
1646,69,14,2345,1660,
1647,69,15,2242,1616,
1648,69,16,2320,1645,
1649,69,17,2527,1778,
1650,69,18,2634,1892,
1651,69,19,2502,1811,
1652,69,20,2313,1664,
1653,69,21,2161,1552,
1654,69,22,2038,1435,
1655,69,23,1906,1326,
1656,70,0,1810,1237,
1657,70,1,1735,1180,
1658,70,2,1691,1150,
1659,70,3,1668,1138,
1660,70,4,1688,1157,
1661,70,5,1743,1180,
1662,70,6,1874,1253,
1663,70,7,2014,1362,
1664,70,8,2190,1502,
1665,70,9,2249,1592,
1666,70,10,2263,1617,
1667,70,11,2239,1585,
1668,70,12,2126,1562,
1669,70,13,2093,1528,
1670,70,14,2034,1468,
1671,70,15,2014,1440,
1672,70,16,2078,1470,
1673,70,17,2322,1635,
1674,70,18,2425,1774,
1675,70,19,2311,1706,
1676,70,20,2130,1583,
1677,70,21,1988,1483,
1678,70,22,1856,1380,
1679,70,23,1738,1316,
1680,71,0,1672,1240,
1681,71,1,1646,1191,
1682,71,2,1628,1156,
1683,71,3,1639,1136,
1684,71,4,1649,1163,
1685,71,5,1673,1188,
1686,71,6,1763,1233,
1687,71,7,1917,1337,
1688,71,8,2083,1474,
1689,71,9,2148,1552,
1690,71,10,2154,1589,
1691,71,11,2121,1599,
1692,71,12,2061,1599,
1693,71,13,2005,1575,
1694,71,14,1961,1538,
1695,71,15,1971,1538,
1696,71,16,2073,1575,
1697,71,17,2316,1735,
1698,71,18,2392,1861,
1699,71,19,2339,1800,
1700,71,20,2167,1674,
1701,71,21,2021,1550,
1702,71,22,1889,1425,
1703,71,23,1817,1302,
1704,72,0,1783,1214,
1705,72,1,1755,1166,
1706,72,2,1765,1149,
1707,72,3,1786,1184,
1708,72,4,1819,1228,
1709,72,5,1971,1317,
1710,72,6,2383,1546,
1711,72,7,2755,1754,
1712,72,8,2895,1843,
1713,72,9,2886,1851,
1714,72,10,2959,1854,
1715,72,11,2932,1853,
1716,72,12,2823,1846,
1717,72,13,2807,1835,
1718,72,14,2750,1805,
1719,72,15,2646,1760,
1720,72,16,2670,1775,
1721,72,17,2874,1895,
1722,72,18,2877,1978,
1723,72,19,2759,1900,
1724,72,20,2549,1761,
1725,72,21,2362,1623,
1726,72,22,2163,1459,
1727,72,23,1988,1318,
1728,73,0,1869,1247,
1729,73,1,1818,1185,
1730,73,2,1812,1161,
1731,73,3,1831,1151,
1732,73,4,1875,1179,
1733,73,5,2032,1286,
1734,73,6,2391,1519,
1735,73,7,2741,1742,
1736,73,8,2833,1824,
1737,73,9,2778,1838,
1738,73,10,2778,1839,
1739,73,11,2733,1841,
1740,73,12,2641,1775,
1741,73,13,2656,1762,
1742,73,14,2625,1726,
1743,73,15,2510,1691,
1744,73,16,2550,1694,
1745,73,17,2690,1867,
1746,73,18,2661,1949,
1747,73,19,2639,1861,
1748,73,20,2454,1734,
1749,73,21,2266,1594,
1750,73,22,2096,1425,
1751,73,23,1931,1286,
1752,74,0,1942,1229,
1753,74,1,1842,1181,
1754,74,2,1802,1154,
1755,74,3,1821,1146,
1756,74,4,1898,1152,
1757,74,5,1930,1256,
1758,74,6,2294,1496,
1759,74,7,2602,1701,
1760,74,8,2630,1766,
1761,74,9,2609,1770,
1762,74,10,2660,1758,
1763,74,11,2620,1743,
1764,74,12,2559,1711,
1765,74,13,2587,1687,
1766,74,14,2558,1659,
1767,74,15,2533,1686,
1768,74,16,2623,1763,
1769,74,17,2733,1852,
1770,74,18,2616,1858,
1771,74,19,2625,1819,
1772,74,20,2483,1714,
1773,74,21,2353,1619,
1774,74,22,2202,1458,
1775,74,23,2065,1305,
1776,75,0,1888,1195,
1777,75,1,1854,1129,
1778,75,2,1897,1127,
1779,75,3,1978,1144,
1780,75,4,1992,1169,
1781,75,5,2129,1273,
1782,75,6,2461,1471,
1783,75,7,2750,1694,
1784,75,8,2890,1786,
1785,75,9,2697,1825,
1786,75,10,2668,1819,
1787,75,11,2589,1780,
1788,75,12,2624,1817,
1789,75,13,2589,1769,
1790,75,14,2511,1716,
1791,75,15,2388,1654,
1792,75,16,2398,1681,
1793,75,17,2553,1775,
1794,75,18,2585,1849,
1795,75,19,2524,1828,
1796,75,20,2373,1697,
1797,75,21,2254,1575,
1798,75,22,2083,1414,
1799,75,23,1865,1274,
1800,76,0,1752,1185,
1801,76,1,1746,1113,
1802,76,2,1766,1067,
1803,76,3,1788,1061,
1804,76,4,1833,1106,
1805,76,5,1984,1217,
1806,76,6,2308,1436,
1807,76,7,2593,1656,
1808,76,8,2658,1719,
1809,76,9,2588,1751,
1810,76,10,2591,1783,
1811,76,11,2590,1778,
1812,76,12,2472,1774,
1813,76,13,2432,1746,
1814,76,14,2314,1779,
1815,76,15,2239,1758,
1816,76,16,2300,1713,
1817,76,17,2469,1820,
1818,76,18,2512,1897,
1819,76,19,2448,1868,
1820,76,20,2311,1681,
1821,76,21,2233,1547,
1822,76,22,2091,1425,
1823,76,23,2005,1318,
1824,77,0,1891,1246,
1825,77,1,1819,1194,
1826,77,2,1797,1180,
1827,77,3,1798,1170,
1828,77,4,1826,1168,
1829,77,5,1907,1212,
1830,77,6,2009,1257,
1831,77,7,2161,1376,
1832,77,8,2243,1545,
1833,77,9,2213,1648,
1834,77,10,2253,1726,
1835,77,11,2277,1738,
1836,77,12,2156,1714,
1837,77,13,2047,1648,
1838,77,14,1918,1564,
1839,77,15,1878,1549,
1840,77,16,1924,1576,
1841,77,17,2126,1684,
1842,77,18,2200,1757,
1843,77,19,2247,1741,
1844,77,20,2149,1630,
1845,77,21,2049,1511,
1846,77,22,1965,1418,
1847,77,23,1885,1338,
1848,78,0,1819,1260,
1849,78,1,1780,1203,
1850,78,2,1768,1189,
1851,78,3,1785,1193,
1852,78,4,1793,1210,
1853,78,5,1816,1246,
1854,78,6,1864,1272,
1855,78,7,2024,1374,
1856,78,8,2210,1504,
1857,78,9,2297,1594,
1858,78,10,2319,1640,
1859,78,11,2304,1632,
1860,78,12,2262,1635,
1861,78,13,2217,1621,
1862,78,14,2216,1604,
1863,78,15,2214,1632,
1864,78,16,2288,1689,
1865,78,17,2510,1820,
1866,78,18,2604,1910,
1867,78,19,2545,1846,
1868,78,20,2403,1722,
1869,78,21,2242,1624,
1870,78,22,2065,1484,
1871,78,23,1908,1341,
1872,79,0,1782,1234,
1873,79,1,1752,1180,
1874,79,2,1738,1153,
1875,79,3,1772,1163,
1876,79,4,1865,1176,
1877,79,5,2034,1278,
1878,79,6,2370,1493,
1879,79,7,2708,1732,
1880,79,8,2814,1826,
1881,79,9,2776,1865,
1882,79,10,2799,1862,
1883,79,11,2784,1854,
1884,79,12,2712,1821,
1885,79,13,2772,1809,
1886,79,14,2746,1775,
1887,79,15,2666,1749,
1888,79,16,2692,1774,
1889,79,17,2848,1926,
1890,79,18,2776,1977,
1891,79,19,2693,1930,
1892,79,20,2536,1763,
1893,79,21,2317,1594,
1894,79,22,2096,1456,
1895,79,23,1961,1299,
1896,80,0,1847,1205,
1897,80,1,1856,1153,
1898,80,2,1818,1126,
1899,80,3,1827,1122,
1900,80,4,1882,1158,
1901,80,5,2033,1258,
1902,80,6,2338,1464,
1903,80,7,2574,1693,
1904,80,8,2626,1761,
1905,80,9,2578,1782,
1906,80,10,2624,1800,
1907,80,11,2654,1790,
1908,80,12,2589,1784,
1909,80,13,2599,1796,
1910,80,14,2549,1723,
1911,80,15,2490,1702,
1912,80,16,2466,1735,
1913,80,17,2598,1826,
1914,80,18,2612,1871,
1915,80,19,2578,1880,
1916,80,20,2422,1733,
1917,80,21,2308,1596,
1918,80,22,2111,1451,
1919,80,23,1929,1320,
1920,81,0,1837,1224,
1921,81,1,1812,1169,
1922,81,2,1776,1150,
1923,81,3,1790,1158,
1924,81,4,1854,1182,
1925,81,5,2027,1285,
1926,81,6,2350,1503,
1927,81,7,2591,1723,
1928,81,8,2648,1795,
1929,81,9,2600,1798,
1930,81,10,2617,1806,
1931,81,11,2606,1775,
1932,81,12,2524,1734,
1933,81,13,2579,1720,
1934,81,14,2532,1698,
1935,81,15,2428,1677,
1936,81,16,2466,1674,
1937,81,17,2635,1797,
1938,81,18,2664,1858,
1939,81,19,2706,1849,
1940,81,20,2579,1730,
1941,81,21,2420,1597,
1942,81,22,2256,1456,
1943,81,23,2092,1314,
1944,82,0,1999,1234,
1945,82,1,1966,1180,
1946,82,2,1948,1182,
1947,82,3,1961,1186,
1948,82,4,2017,1226,
1949,82,5,2179,1328,
1950,82,6,2495,1542,
1951,82,7,2773,1752,
1952,82,8,2828,1825,
1953,82,9,2557,1687,
1954,82,10,2845,1841,
1955,82,11,2780,1812,
1956,82,12,2700,1782,
1957,82,13,2720,1752,
1958,82,14,2647,1722,
1959,82,15,2549,1678,
1960,82,16,2530,1681,
1961,82,17,2694,1799,
1962,82,18,2705,1855,
1963,82,19,2731,1855,
1964,82,20,2592,1743,
1965,82,21,2436,1615,
1966,82,22,2254,1472,
1967,82,23,2089,1334,
1968,83,0,1971,1236,
1969,83,1,1931,1186,
1970,83,2,1936,1173,
1971,83,3,1935,1187,
1972,83,4,1969,1229,
1973,83,5,2146,1319,
1974,83,6,2442,1542,
1975,83,7,2671,1759,
1976,83,8,2748,1843,
1977,83,9,2729,1835,
1978,83,10,2744,1827,
1979,83,11,2672,1803,
1980,83,12,2547,1767,
1981,83,13,2446,1722,
1982,83,14,2287,1658,
1983,83,15,2208,1623,
1984,83,16,2248,1646,
1985,83,17,2459,1767,
1986,83,18,2511,1828,
1987,83,19,2451,1785,
1988,83,20,2270,1635,
1989,83,21,2116,1514,
1990,83,22,1974,1390,
1991,83,23,1833,1293,
1992,84,0,1722,1204,
1993,84,1,1657,1141,
1994,84,2,1604,1120,
1995,84,3,1581,1126,
1996,84,4,1590,1118,
1997,84,5,1644,1115,
1998,84,6,1742,1150,
1999,84,7,1904,1280,
2000,84,8,2037,1402,
2001,84,9,2097,1503,
2002,84,10,2146,1563,
2003,84,11,2122,1579,
2004,84,12,2053,1523,
2005,84,13,1991,1492,
2006,84,14,1949,1460,
2007,84,15,1946,1450,
2008,84,16,2019,1488,
2009,84,17,2199,1594,
2010,84,18,2224,1675,
2011,84,19,2227,1664,
2012,84,20,2105,1543,
2013,84,21,2002,1444,
2014,84,22,1890,1362,
2015,84,23,1785,1248,
2016,85,0,1725,1176,
2017,85,1,1716,1123,
2018,85,2,1711,1110,
2019,85,3,1706,1097,
2020,85,4,1700,1113,
2021,85,5,1715,1125,
2022,85,6,1815,1169,
2023,85,7,1895,1236,
2024,85,8,2029,1372,
2025,85,9,2120,1484,
2026,85,10,2170,1556,
2027,85,11,2168,1557,
2028,85,12,2141,1524,
2029,85,13,2103,1491,
2030,85,14,2056,1459,
2031,85,15,2026,1431,
2032,85,16,2065,1449,
2033,85,17,2217,1539,
2034,85,18,2235,1589,
2035,85,19,2170,1584,
2036,85,20,2195,1611,
2037,85,21,2063,1488,
2038,85,22,1923,1355,
2039,85,23,1801,1228,
2040,86,0,1708,1133,
2041,86,1,1678,1076,
2042,86,2,1680,1066,
2043,86,3,1724,1069,
2044,86,4,1775,1090,
2045,86,5,1939,1190,
2046,86,6,2316,1430,
2047,86,7,2586,1644,
2048,86,8,2739,1752,
2049,86,9,2743,1804,
2050,86,10,2728,1828,
